chrom,start0,end0,gene_id,gene_name,strand
chr19,1086572,1095379,ENSG00000099817.12_13,POLR2E,-
chr19,1103980,1106790,ENSG00000167468.20_17,GPX4,+
chr19,1107635,1174267,ENSG00000064932.16_14,SBNO2,-
chr19,1177556,1228430,ENSG00000118046.18_16,STK11,+
chr19,1228285,1238026,ENSG00000099625.14_17,CBARP,-
chr19,1241744,1244824,ENSG00000099624.8_12,ATP5F1D,+
chr19,1248551,1259142,ENSG00000167470.14_12,MIDN,+
chr19,1259382,1274879,ENSG00000099622.14_16,CIRBP,+
chr19,1275528,1279243,ENSG00000310576.1_1,FAM174C,+
chr19,1276019,1279243,ENSG00000228300.15_11,FAM174C,+
chr19,1285871,1301430,ENSG00000099617.4_7,EFNA2,+
chr19,1354709,1378430,ENSG00000160953.17_19,PWWP3A,+
chr19,1383525,1395588,ENSG00000115286.21_9,NDUFS7,+
chr19,1397024,1401569,ENSG00000130005.13_9,GAMT,-
chr19,1407567,1435686,ENSG00000071626.17_12,DAZAP1,+
chr19,1438356,1440494,ENSG00000115268.10_9,RPS15,+
chr19,1446300,1473243,ENSG00000115266.12_14,APC2,+
chr19,1461141,1479218,ENSG00000119559.17_12,C19orf25,-
chr19,1481426,1490751,ENSG00000115257.15_8,PCSK4,-
chr19,1491164,1497926,ENSG00000115255.12_14,REEP6,+
chr19,1505020,1513603,ENSG00000185761.11_11,ADAMTSL5,-
chr19,1508021,1536045,ENSG00000185988.15_18,PLK5,+
chr19,1554670,1568324,ENSG00000181588.17_12,MEX3D,-
chr19,1573594,1592864,ENSG00000071655.18_13,MBD3,-
chr19,1578337,1605444,ENSG00000267059.2_14,ENSG00000267059,-
chr19,1597167,1605472,ENSG00000127540.12_10,UQCR11,-
chr19,1609289,1652614,ENSG00000071564.19_23,TCF3,-
chr19,1753504,1780987,ENSG00000205922.5_7,ONECUT3,+
chr19,1782073,1812275,ENSG00000130270.16_16,ATP8B3,-
chr19,1815246,1848482,ENSG00000079313.15_13,REXO1,-
chr19,1852397,1863578,ENSG00000129911.9_10,KLF16,-
chr19,1876808,1885495,ENSG00000129968.17_9,ABHD17A,-
chr19,1905212,1926012,ENSG00000227500.11_11,SCAMP4,+
chr19,1905397,1913446,ENSG00000213638.6_11,ADAT3,+
chr19,1941170,1981337,ENSG00000133275.16_13,CSNK1G2,+
chr19,1985436,2034880,ENSG00000133243.10_13,BTBD2,-
chr19,2037463,2051243,ENSG00000099875.16_19,MKNK2,-
chr19,2071034,2096672,ENSG00000172081.14_12,MOB3A,-
chr19,2096427,2099592,ENSG00000099840.14_16,IZUMO4,+
chr19,2100986,2164467,ENSG00000065000.20_22,AP3D1,-
chr19,2163931,2232577,ENSG00000104885.19_15,DOT1L,+
chr19,2230082,2237703,ENSG00000104886.12_9,PLEKHJ1,-
chr19,2236822,2248654,ENSG00000104897.10_14,SF3A2,+
chr19,2249307,2252072,ENSG00000104899.8_8,AMH,+
chr19,2252250,2269758,ENSG00000167476.10_9,JSRP1,-
chr19,2269507,2273491,ENSG00000104904.13_17,OAZ1,+
chr19,2269523,2341170,ENSG00000273734.1_14,ENSG00000273734,+
chr19,2274629,2282174,ENSG00000188305.6_10,PEAK3,-
chr19,2287162,2308153,ENSG00000220008.4_9,LINGO3,-
chr19,2321518,2328610,ENSG00000130332.15_11,LSM7,-
chr19,2328613,2355093,ENSG00000005206.17_13,SPPL2B,+
chr19,2360235,2426259,ENSG00000178297.15_12,TMPRSS9,+
chr19,2425622,2427584,ENSG00000099800.8_10,TIMM13,-
chr19,2427635,2456957,ENSG00000176619.13_11,LMNB2,-
chr19,2476119,2478803,ENSG00000099860.10_11,GADD45B,+
chr19,2511216,2702692,ENSG00000176533.13_10,GNG7,-
chr19,2714564,2721370,ENSG00000176490.5_18,DIRAS1,-
chr19,2717766,2740046,ENSG00000267001.1_19,ENSG00000267001,-
chr19,2732201,2740026,ENSG00000141873.11_12,SLC39A3,-
chr19,2754712,2783360,ENSG00000104969.11_12,SGTA,-
chr19,2785500,2815805,ENSG00000172009.15_11,THOP1,+
chr19,2819865,2836733,ENSG00000172006.12_7,ZNF554,+
chr19,2841434,2860469,ENSG00000186300.12_10,ZNF555,+
chr19,2867332,2883443,ENSG00000172000.7_11,ZNF556,+
chr19,2900925,2918471,ENSG00000171970.14_13,ZNF57,+
chr19,2933215,2944969,ENSG00000175691.9_9,ZNF77,-
chr19,2977535,2995177,ENSG00000104953.20_16,TLE6,+
chr19,2997636,3047633,ENSG00000065717.16_19,TLE2,-
chr19,3052907,3063105,ENSG00000104964.15_14,TLE5,-
chr19,3094359,3123997,ENSG00000088256.9_7,GNA11,+
chr19,3136030,3163747,ENSG00000060558.4_7,GNA15,+
chr19,3172343,3180330,ENSG00000125910.6_7,S1PR4,+
chr19,3185560,3209573,ENSG00000125912.11_9,NCLN,+
chr19,3224658,3297074,ENSG00000161082.13_8,CELF5,+
chr19,3314400,3469215,ENSG00000141905.19_15,NFIC,+
chr19,3473983,3480523,ENSG00000095932.7_11,SMIM24,-
chr19,3482107,3483439,ENSG00000284638.2_13,SMIM44,-
chr19,3490818,3500672,ENSG00000129932.10_8,DOHH,-
chr19,3506308,3538332,ENSG00000105325.15_14,FZR1,+
chr19,3538258,3574288,ENSG00000161091.15_14,MFSD12,-
chr19,3539168,3544028,ENSG00000183397.6_5,TEKTIP1,+
chr19,3572774,3579086,ENSG00000064961.19_9,HMG20B,+
chr19,3585475,3593539,ENSG00000179855.9_12,GIPC3,+
chr19,3594504,3606873,ENSG00000006638.13_8,TBXA2R,-
chr19,3610642,3626813,ENSG00000105298.14_12,CACTIN,-
chr19,3630180,3700466,ENSG00000186111.11_15,PIP5K1C,-
chr19,3708359,3750811,ENSG00000105289.15_12,TJP3,+
chr19,3750769,3761690,ENSG00000011132.12_12,APBA3,-
chr19,3762679,3768573,ENSG00000183617.5_7,MRPL54,+
chr19,3769086,3772226,ENSG00000173976.16_8,RAX2,-
chr19,3777967,3802127,ENSG00000007264.15_15,MATK,-
chr19,3804021,3869036,ENSG00000105278.12_9,ZFR2,-
chr19,3879861,3928080,ENSG00000167654.18_9,ATCAY,+
chr19,3933066,3942414,ENSG00000077009.14_12,NMRK2,+
chr19,3958450,3971121,ENSG00000167657.14_15,DAPK3,-
chr19,3976053,3985461,ENSG00000167658.16_9,EEF2,-
chr19,4007733,4039384,ENSG00000105229.7_7,PIAS4,+
chr19,4041126,4043154,ENSG00000205147.3,AC016586.1,-
chr19,4043300,4066897,ENSG00000178951.9_10,ZBTB7A,-
chr19,4090318,4124119,ENSG00000126934.15_11,MAP2K2,-
chr19,4153627,4173051,ENSG00000060566.14_11,CREB3L3,+
chr19,4174105,4182563,ENSG00000077463.15_18,SIRT6,-
chr19,4182685,4224811,ENSG00000089847.13_15,ANKRD24,+
chr19,4229519,4237525,ENSG00000105246.6_7,EBI3,+
chr19,4247076,4269085,ENSG00000105248.16_8,YJU2,+
chr19,4279262,4290719,ENSG00000105251.11_9,SHD,+
chr19,4292223,4302428,ENSG00000167664.9_17,TMIGD2,-
chr19,4304594,4323840,ENSG00000105255.11_11,FSD1,+
chr19,4324039,4342783,ENSG00000178078.12_13,STAP2,-
chr19,4343523,4360083,ENSG00000008382.16_16,MPND,+
chr19,4360366,4400544,ENSG00000141985.9_14,SH3GL1,-
chr19,4402636,4445015,ENSG00000167670.16_8,CHAF1A,+
chr19,4444995,4457791,ENSG00000167671.12_11,UBXN6,-
chr19,4472293,4502220,ENSG00000167674.15_20,HDGFL2,+
chr19,4502203,4518498,ENSG00000167676.5_17,PLIN4,-
chr19,4522542,4535236,ENSG00000214456.8_12,PLIN5,-
chr19,4528438,4540079,ENSG00000267385.1_14,ENSG00000267385,-
chr19,4536413,4540048,ENSG00000171236.10_10,LRG1,-
chr19,4542599,4581788,ENSG00000167680.18_11,SEMA6B,-
chr19,4639527,4655580,ENSG00000185361.9_7,TNFAIP8L1,+
chr19,4641385,4670374,ENSG00000074842.8_11,MYDGF,-
chr19,4674352,4724685,ENSG00000142002.19_18,DPP9,-
chr19,4791745,4801285,ENSG00000141965.5_7,FEM1A,+
chr19,4815943,4831724,ENSG00000127666.11_8,TICAM1,-
chr19,4838352,4867706,ENSG00000105355.9_17,PLIN3,-
chr19,4890448,4902960,ENSG00000205784.5_18,ARRDC5,-
chr19,4903091,4962165,ENSG00000276043.5_16,UHRF1,+
chr19,4969123,5153622,ENSG00000127663.16_18,KDM4B,+
chr19,5158505,5340823,ENSG00000105426.20_13,PTPRS,-
chr19,5455427,5456867,ENSG00000105428.6_8,ZNRF4,+
chr19,5558177,5578360,ENSG00000223573.7_18,TINCR,-
chr19,5586991,5624057,ENSG00000130254.13_13,SAFB2,-
chr19,5623045,5668489,ENSG00000160633.13_14,SAFB,+
chr19,5674957,5691886,ENSG00000130255.13_10,RPL36,+
chr19,5678431,5680527,ENSG00000174917.9_10,MICOS13,-
chr19,5680614,5688534,ENSG00000167733.14_14,HSD11B1L,+
chr19,5691844,5720583,ENSG00000196365.12_14,LONP1,-
chr19,5720647,5778745,ENSG00000174898.16_7,CATSPERD,+
chr19,5782970,5784757,ENSG00000212123.4_10,PRR22,-
chr19,5784015,5785630,ENSG00000267157.1_15,ENSG00000267157,-
chr19,5784842,5791236,ENSG00000141994.16_15,DUS3L,-
chr19,5805077,5828335,ENSG00000171119.3_6,NRTN,+
chr19,5830418,5839733,ENSG00000156413.15_19,FUT6,-
chr19,5842898,5851482,ENSG00000171124.14_18,FUT3,-
chr19,5865836,5870551,ENSG00000130383.7_8,FUT5,-
chr19,5866181,5903798,ENSG00000267740.5_19,ENSG00000267740,-
chr19,5891217,5904017,ENSG00000174886.15_12,NDUFA11,-
chr19,5904851,5914718,ENSG00000267314.1_10,ENSG00000267314,+
chr19,5904882,5910864,ENSG00000187650.4_8,VMAC,+
chr19,5912349,5916222,ENSG00000105519.18_10,CAPS,+
chr19,5916149,5978153,ENSG00000031823.14_14,RANBP3,-
chr19,5993174,6199583,ENSG00000087903.13_15,RFX2,-
chr19,6135257,6193105,ENSG00000130377.14_14,ACSBG2,+
chr19,6210391,6279986,ENSG00000130382.9_10,MLLT1,-
chr19,6306152,6333623,ENSG00000167769.5_9,ACER1,-
chr19,6361437,6370253,ENSG00000125656.12_17,CLPP,+
chr19,6372804,6375261,ENSG00000125652.8_7,ALKBH7,+
chr19,6375158,6379069,ENSG00000125650.5_9,PSPN,-
chr19,6379582,6393992,ENSG00000125651.14_12,GTF2F1,-
chr19,6413112,6424822,ENSG00000088247.19_17,KHSRP,-
chr19,6426047,6433790,ENSG00000181240.14_9,SLC25A41,-
chr19,6436089,6465214,ENSG00000125648.15_12,SLC25A23,-
chr19,6463787,6467232,ENSG00000130545.16_16,CRB3,+
chr19,6467217,6482568,ENSG00000205744.10_12,DENND1C,-
chr19,6494329,6502859,ENSG00000104833.12_13,TUBB4A,-
chr19,6531036,6535935,ENSG00000125657.5_7,TNFSF9,+
chr19,6583193,6604114,ENSG00000125726.11_11,CD70,-
chr19,6658095,6670599,ENSG00000125735.12_12,TNFSF14,-
chr19,6677714,6730573,ENSG00000125730.18_16,C3,-
chr19,6729924,6737591,ENSG00000125734.16_16,GPR108,-
chr19,6737935,6751541,ENSG00000125733.18_17,TRIP10,+
chr19,6752170,6767474,ENSG00000125731.13_10,SH2D3A,-
chr19,6772718,6857377,ENSG00000141968.8_7,VAV1,+
chr19,6887576,6940470,ENSG00000174837.15_11,ADGRE1,+
chr19,7018979,7021442,ENSG00000196589.8_14,MBD3L2B,-
chr19,7030588,7033022,ENSG00000237247.6_6,MBD3L5,+
chr19,7037759,7040190,ENSG00000205718.10_8,MBD3L4,-
chr19,7049331,7051746,ENSG00000230522.5_6,MBD3L2,+
chr19,7056217,7069676,ENSG00000182315.10_10,MBD3L3,-
chr19,7069713,7087979,ENSG00000130544.12_11,ZNF557,+
chr19,7112265,7294425,ENSG00000171105.14_13,INSR,-
chr19,7413841,7537371,ENSG00000104880.19_17,ARHGEF18,+
chr19,7541760,7562335,ENSG00000104883.8_10,PEX11G,-
chr19,7557861,7573336,ENSG00000198723.11_15,SAXO5,+
chr19,7571937,7584508,ENSG00000267952.1_14,ENSG00000267952,+
chr19,7580177,7585911,ENSG00000198816.7_8,ZNF358,+
chr19,7587509,7598895,ENSG00000090674.16_8,MCOLN1,+
chr19,7598480,7604945,ENSG00000268614.1_16,ENSG00000268614,+
chr19,7598889,7626650,ENSG00000032444.17_17,PNPLA6,+
chr19,7660748,7683190,ENSG00000076826.10_13,CAMSAP3,+
chr19,7684410,7694431,ENSG00000076924.12_9,XAB2,-
chr19,7694673,7696842,ENSG00000229833.11_15,PET100,+
chr19,7694681,7712363,ENSG00000268400.6_13,ENSG00000268400,+
chr19,7696496,7698605,ENSG00000174788.10_16,PCP2,-
chr19,7701657,7712759,ENSG00000076944.18_17,STXBP2,+
chr19,7733934,7735341,ENSG00000104918.8_8,RETN,+
chr19,7741973,7744719,ENSG00000183019.9_17,MCEMP1,+
chr19,7743386,7747740,ENSG00000269711.1_14,ENSG00000269711,+
chr19,7745718,7752589,ENSG00000181029.9_10,TRAPPC5,+
chr19,7753643,7767032,ENSG00000104921.15_12,FCER2,-
chr19,7793842,7798792,ENSG00000182566.15_14,CLEC4G,-
chr19,7793843,7810548,ENSG00000288669.1_12,ENSG00000288669,-
chr19,7804878,7812450,ENSG00000090659.18_18,CD209,-
chr19,7828095,7834491,ENSG00000104938.18_9,CLEC4M,+
chr19,7895103,7929862,ENSG00000142459.9_16,EVI5L,+
chr19,7933604,7939275,ENSG00000183248.12_10,PRR36,-
chr19,7953389,7966906,ENSG00000171017.11_10,LRRC8E,+
chr19,7968727,7979363,ENSG00000076984.18_10,MAP2K7,+
chr19,7979714,7983982,ENSG00000260001.8_8,TGFBR3L,+
chr19,7985222,7988135,ENSG00000104976.13_13,SNAPC2,+
chr19,7989375,7991020,ENSG00000178531.6_9,CTXN1,-
chr19,7991602,8008552,ENSG00000104980.8_11,TIMM44,-
chr19,8023456,8070543,ENSG00000066044.15_12,ELAVL1,-
chr19,8117201,8127544,ENSG00000131142.14_14,CCL25,+
chr19,8130285,8214476,ENSG00000142449.13_10,FBN3,-
chr19,8271619,8327317,ENSG00000090661.13_12,CERS4,+
chr19,8367010,8373242,ENSG00000167775.11_10,CD320,-
chr19,8373166,8386263,ENSG00000167774.2_15,ENSG00000167774,-
chr19,8373651,8386259,ENSG00000267855.6_10,NDUFA7,-
chr19,8386041,8388224,ENSG00000233927.5_7,RPS28,+
chr19,8387467,8408146,ENSG00000186994.12_14,KANK3,-
chr19,8428172,8439254,ENSG00000167772.12_10,ANGPTL4,+
chr19,8454864,8469318,ENSG00000185236.12_8,RAB11B,+
chr19,8478153,8503901,ENSG00000099785.11_13,MARCHF2,+
chr19,8509650,8553998,ENSG00000099783.13_19,HNRNPM,+
chr19,8554939,8567524,ENSG00000133246.12_12,PRAM1,-
chr19,8574561,8579051,ENSG00000133250.14_12,ZNF414,-
chr19,8582346,8642326,ENSG00000142347.21_15,MYO1F,-
chr19,8645123,8675620,ENSG00000142303.14_9,ADAMTS10,-
chr19,8740082,8791414,ENSG00000268480.4_12,NFILZ,+
chr19,8807749,8809145,ENSG00000181786.6_11,ACTL9,-
chr19,8831997,8842522,ENSG00000181733.4_10,OR2Z1,+
chr19,8916845,8942990,ENSG00000167785.9_9,ZNF558,-
chr19,8943052,8954016,ENSG00000170948.4_8,MBD3L1,+
chr19,8959519,9121066,ENSG00000181143.17_14,MUC16,-
chr19,9197736,9206345,ENSG00000170929.6_14,OR1M1,+
chr19,9211082,9218151,ENSG00000170923.4_12,OR7G2,-
chr19,9225503,9226439,ENSG00000161807.3_8,OR7G1,-
chr19,9236687,9237626,ENSG00000170920.2_8,OR7G3,-
chr19,9251072,9274100,ENSG00000130803.15_12,ZNF317,+
chr19,9289654,9299494,ENSG00000188000.6_15,OR7D2,+
chr19,9320951,9330265,ENSG00000174667.4_15,OR7D4,-
chr19,9358019,9363301,ENSG00000237521.4_15,OR7E24,+
chr19,9401815,9420514,ENSG00000196110.8_9,ZNF699,-
chr19,9434447,9461838,ENSG00000188321.14_17,ZNF559,+
chr19,9434849,9493293,ENSG00000270011.9_20,ZNF559-ZNF177,+
chr19,9473688,9493293,ENSG00000188629.14_14,ZNF177,+
chr19,9523104,9546249,ENSG00000174652.20_12,ZNF266,-
chr19,9577030,9609292,ENSG00000198028.4_9,ZNF560,-
chr19,9633898,9649321,ENSG00000130818.12_13,ZNF426,-
chr19,9671004,9695180,ENSG00000197961.12_9,ZNF121,-
chr19,9715355,9731912,ENSG00000171469.11_16,ZNF561,-
chr19,9752482,9785776,ENSG00000171466.10_15,ZNF562,-
chr19,9862668,9903856,ENSG00000196605.7_15,ZNF846,-
chr19,9920942,9938492,ENSG00000127452.9_16,FBXL12,-
chr19,9938567,9940791,ENSG00000198258.11_6,UBL5,+
chr19,9945932,9960365,ENSG00000127445.14_6,PIN1,+
chr19,9964393,10047191,ENSG00000105088.9_10,OLFM2,-
chr19,10070236,10121180,ENSG00000080573.7_9,COL5A3,-
chr19,10123924,10132955,ENSG00000080511.5_11,RDH8,+
chr19,10196797,10203928,ENSG00000130813.18_16,SHFL,+
chr19,10203013,10213354,ENSG00000130812.11_8,ANGPTL6,-
chr19,10216898,10225456,ENSG00000243207.6_11,PPAN-P2RY11,+
chr19,10217037,10222688,ENSG00000130810.20_13,PPAN,+
chr19,10222368,10226048,ENSG00000244165.2_8,P2RY11,+
chr19,10225689,10230594,ENSG00000130811.12_18,EIF3G,-
chr19,10244017,10341962,ENSG00000130816.17_16,DNMT1,-
chr19,10332108,10342007,ENSG00000267534.4_16,S1PR2,-
chr19,10362576,10370731,ENSG00000105364.14_18,MRPL4,+
chr19,10381768,10397291,ENSG00000090339.9_7,ICAM1,+
chr19,10397630,10399198,ENSG00000105371.10_10,ICAM4,+
chr19,10400627,10407454,ENSG00000105376.5_9,ICAM5,+
chr19,10415478,10420556,ENSG00000220201.8_11,ZGLP1,-
chr19,10416102,10426685,ENSG00000167807.15_15,ENSG00000167807,-
chr19,10420591,10426691,ENSG00000267673.7_14,FDX2,-
chr19,10426146,10431354,ENSG00000267303.1_14,ENSG00000267303,-
chr19,10426887,10444205,ENSG00000161847.15_20,RAVER1,-
chr19,10444451,10450337,ENSG00000076662.11_12,ICAM3,-
chr19,10461203,10491284,ENSG00000105397.16_17,TYK2,-
chr19,10501765,10530797,ENSG00000105401.10_14,CDC37,-
chr19,10527448,10580306,ENSG00000065989.16_13,PDE4A,+
chr19,10596800,10614234,ENSG00000079999.14_14,KEAP1,-
chr19,10623417,10628607,ENSG00000180739.15_14,S1PR5,-
chr19,10654570,10664094,ENSG00000130734.10_9,ATG4D,+
chr19,10663760,10676707,ENSG00000129347.21_17,KRI1,-
chr19,10677135,10679735,ENSG00000129355.7_9,CDKN2D,-
chr19,10683346,10697991,ENSG00000129354.12_13,AP1M2,-
chr19,10713132,10755233,ENSG00000129353.15_17,SLC44A2,+
chr19,10764979,10803076,ENSG00000129351.18_20,ILF3,+
chr19,10812105,10824113,ENSG00000213339.9_10,QTRT1,+
chr19,10828730,10944164,ENSG00000079805.19_14,DNM2,+
chr19,10942742,10946994,ENSG00000099203.7_15,TMED1,-
chr19,10947250,10980466,ENSG00000214212.9_8,C19orf38,+
chr19,10982228,11033751,ENSG00000142453.13_19,CARM1,+
chr19,11032860,11039357,ENSG00000130733.11_16,YIPF2,-
chr19,11039486,11044211,ENSG00000142444.7_9,TIMM29,+
chr19,11071607,11190102,ENSG00000127616.22_22,SMARCA4,+
chr19,11200093,11244496,ENSG00000130164.16_18,LDLR,+
chr19,11242195,11266483,ENSG00000161888.12_18,SPC24,-
chr19,11274945,11308467,ENSG00000197256.11_21,KANK2,-
chr19,11309970,11373200,ENSG00000130158.14_19,DOCK6,-
chr19,11348177,11352619,ENSG00000130173.14_13,ANGPTL8,+
chr19,11406814,11437672,ENSG00000130167.14_9,TSPAN16,+
chr19,11432743,11456946,ENSG00000105514.8_11,RAB3D,-
chr19,11453451,11457194,ENSG00000105518.14_17,TMEM205,-
chr19,11455359,11465620,ENSG00000183401.12_20,CCDC159,+
chr19,11466061,11476374,ENSG00000105520.11_15,PLPPR2,+
chr19,11485341,11487627,ENSG00000173928.4_13,SWSAP1,+
chr19,11487882,11495018,ENSG00000187266.14_10,EPOR,-
chr19,11495016,11530004,ENSG00000205517.13_15,RGL3,-
chr19,11531271,11546603,ENSG00000198003.12_14,ODAD3,-
chr19,11546104,11561783,ENSG00000130175.10_20,PRKCSH,+
chr19,11562140,11591861,ENSG00000196361.10_14,ELAVL3,-
chr19,11577054,11616513,ENSG00000267477.1_16,ENSG00000267477,-
chr19,11594241,11616654,ENSG00000161914.10_18,ZNF653,-
chr19,11616743,11639987,ENSG00000130159.15_16,ECSIT,-
chr19,11649581,11661138,ENSG00000130176.8_15,CNN1,+
chr19,11661961,11670045,ENSG00000130165.11_15,ELOF1,-
chr19,11670188,11729976,ENSG00000198551.10_11,ZNF627,+
chr19,11685467,11690808,ENSG00000102575.14_18,ACP5,-
chr19,11832079,11849824,ENSG00000197933.13_11,ZNF823,-
chr19,11877814,11894893,ENSG00000197044.11_7,ZNF441,+
chr19,11908481,11920437,ENSG00000177599.13_7,ZNF491,+
chr19,11925087,11946031,ENSG00000171295.13_9,ZNF440,+
chr19,11959540,11994565,ENSG00000171291.9_12,ZNF439,+
chr19,11998596,12025144,ENSG00000198429.10_8,ZNF69,+
chr19,12035882,12061588,ENSG00000196757.8_13,ZNF700,+
chr19,12035889,12090105,ENSG00000267179.1_12,ENSG00000267179,+
chr19,12075851,12091432,ENSG00000197054.12_14,ZNF763,+
chr19,12098455,12188921,ENSG00000286098.1_7,ENSG00000286098,+
chr19,12125529,12146556,ENSG00000197647.13_18,ZNF433,-
chr19,12128702,12163782,ENSG00000257355.1_14,ENSG00000257355,-
chr19,12154619,12163776,ENSG00000257446.4_10,ZNF878,-
chr19,12175545,12192380,ENSG00000223547.10_8,ZNF844,+
chr19,12186141,12224140,ENSG00000286132.1_11,ENSG00000286132,+
chr19,12203657,12251170,ENSG00000132010.16_16,ZNF20,-
chr19,12242931,12267546,ENSG00000213297.8_14,ZNF625-ZNF20,-
chr19,12252904,12267549,ENSG00000257591.6_10,ZNF625,-
chr19,12273878,12300686,ENSG00000196646.12_11,ZNF136,+
chr19,12335500,12405698,ENSG00000197857.16_13,ZNF44,-
chr19,12428290,12444534,ENSG00000188868.14_13,ZNF563,-
chr19,12460184,12476719,ENSG00000198342.5,ZNF442,-
chr19,12500829,12512085,ENSG00000196466.10_10,ZNF799,-
chr19,12502762,12551896,ENSG00000268870.1_14,ENSG00000268870,-
chr19,12540519,12551835,ENSG00000180855.16_10,ZNF443,-
chr19,12543916,12595630,ENSG00000269755.1_15,ENSG00000269755,-
chr19,12571997,12624668,ENSG00000242852.7_12,ZNF709,-
chr19,12572372,12662288,ENSG00000196826.7_15,ENSG00000196826,-
chr19,12636186,12662356,ENSG00000249709.8_10,ZNF564,-
chr19,12636533,12691789,ENSG00000269693.1_13,ENSG00000269693,-
chr19,12686913,12750912,ENSG00000188033.10_10,ZNF490,-
chr19,12721731,12744654,ENSG00000173875.14_7,ZNF791,+
chr19,12754644,12759211,ENSG00000269242.1_14,ENSG00000269242,-
chr19,12754644,12777556,ENSG00000104774.14_18,MAN2B1,-
chr19,12775641,12780211,ENSG00000269590.1_16,ENSG00000269590,-
chr19,12777615,12786646,ENSG00000123154.12_8,WDR83,+
chr19,12778884,12792648,ENSG00000285589.1_11,ENSG00000285589,-
chr19,12778886,12780229,ENSG00000105583.11_17,WDR83OS,-
chr19,12786530,12792694,ENSG00000095059.17_13,DHPS,-
chr19,12798811,12799236,ENSG00000283980.1_10,GNG14,+
chr19,12798866,12807445,ENSG00000132004.13_9,FBXW9,-
chr19,12810014,12834825,ENSG00000105576.16_19,TNPO2,-
chr19,12841453,12845498,ENSG00000123144.11_18,TRIR,-
chr19,12847952,12859137,ENSG00000198356.12_10,GET3,+
chr19,12862515,12869272,ENSG00000039987.7_9,BEST2,+
chr19,12873816,12983554,ENSG00000095066.12_21,HOOK2,-
chr19,12902299,12904129,ENSG00000171223.6_7,JUNB,+
chr19,12907633,12912614,ENSG00000167815.12_10,PRDX2,-
chr19,12912844,12924395,ENSG00000284491.3_11,THSD8,+
chr19,12917397,12924454,ENSG00000104889.7_9,RNASEH2A,+
chr19,12936291,12946242,ENSG00000132026.15_21,RTBDN,-
chr19,12944764,12985766,ENSG00000105613.10_10,MAST1,+
chr19,12986022,12992409,ENSG00000105612.10_11,DNASE2,-
chr19,12995235,12998015,ENSG00000105610.6_9,KLF1,-
chr19,13001941,13025940,ENSG00000105607.14_12,GCDH,+
chr19,13009599,13030107,ENSG00000161860.8_11,SYCE2,-
chr19,13033292,13044851,ENSG00000179115.11_10,FARSA,-
chr19,13049391,13055303,ENSG00000179218.15_8,CALR,+
chr19,13056668,13064456,ENSG00000179262.10_12,RAD23A,+
chr19,13063932,13068037,ENSG00000179271.3_9,GADD45GIP1,-
chr19,13075972,13085574,ENSG00000179284.6_8,DAND5,+
chr19,13106288,13209610,ENSG00000008441.19_20,NFIX,+
chr19,13209846,13213975,ENSG00000104903.5_9,LYL1,-
chr19,13215715,13228381,ENSG00000104907.13_15,TRMT1,-
chr19,13227675,13251961,ENSG00000160877.7_15,NACC1,+
chr19,13254871,13261197,ENSG00000104915.15_17,STX10,-
chr19,13261224,13267795,ENSG00000160888.8_8,IER2,+
chr19,13317255,13735303,ENSG00000141837.23_20,CACNA1A,-
chr19,13842573,13874110,ENSG00000104957.14_12,YJU2B,+
chr19,13875335,13885096,ENSG00000037757.14_8,MRI1,+
chr19,13885269,13889587,ENSG00000104979.9_8,C19orf53,+
chr19,13906256,13943068,ENSG00000132003.10_14,ZSWIM4,+
chr19,13972876,13991571,ENSG00000187556.8_13,NANOS3,+
chr19,13993160,14017265,ENSG00000132016.12_15,BRME1,-
chr19,14017013,14041692,ENSG00000132024.18_15,CC2D1A,+
chr19,14041999,14064204,ENSG00000132000.14_19,PODNL1,-
chr19,14063320,14072261,ENSG00000132017.11_12,DCAF15,+
chr19,14072341,14117851,ENSG00000132005.9_9,RFX1,-
chr19,14138959,14142363,ENSG00000171136.7_8,RLN3,+
chr19,14142573,14164030,ENSG00000104998.4_7,IL27RA,+
chr19,14164174,14172888,ENSG00000187867.10_18,PALM3,-
chr19,14183347,14185874,ENSG00000141854.10_11,MISP3,+
chr19,14192435,14196687,ENSG00000188032.10_16,C19orf67,-
chr19,14198662,14201848,ENSG00000141858.12_17,SAMD1,-
chr19,14202499,14228896,ENSG00000072062.16_15,PRKACA,-
chr19,14223135,14223288,ENSG00000289762.1_4,SMIM46,-
chr19,14230323,14247425,ENSG00000105011.9_9,ASF1B,-
chr19,14258554,14316999,ENSG00000072071.17_15,ADGRL1,-
chr19,14491312,14519537,ENSG00000123146.20_8,ADGRE5,+
chr19,14519609,14530195,ENSG00000123136.15_11,DDX39A,-
chr19,14543864,14582679,ENSG00000123143.13_15,PKN1,+
chr19,14583277,14586166,ENSG00000160951.4_9,PTGER1,-
chr19,14588571,14606961,ENSG00000123159.16_12,GIPC1,-
chr19,14624600,14671203,ENSG00000132002.10_14,DNAJB1,-
chr19,14627896,14676792,ENSG00000099797.15_9,TECR,+
chr19,14676889,14682878,ENSG00000099795.7_9,NDUFB7,-
chr19,14693895,14722847,ENSG00000187912.12_6,CLEC17A,+
chr19,14709891,14800839,ENSG00000131355.16_10,ADGRE3,-
chr19,14800612,14844558,ENSG00000160961.12_7,ZNF333,+
chr19,14843203,14889372,ENSG00000127507.18_16,ADGRE2,-
chr19,14900071,14946188,ENSG00000127530.4_16,OR7C1,-
